2021-12-05 14:45:53,566 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Using Server GC:True
2021-12-06 00:12:12,665 [1] INFO  Photon.Hive.Plugin.PluginManager - Plugin Type MyFirstPlugin.MyPluginFactory from assembly MyFirstPlugin, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null was successfuly created
2021-12-06 00:12:12,666 [1] INFO  Photon.Hive.Plugin.PluginManager - Plugin manager (version=1.1.0.24499) is setup. type=MyFirstPlugin.MyPluginFactory;path=C:\Users\jiaaa\Desktop\Photon\deploy\Plugins/MyFirstPlugin//bin/MyFirstPlugin.dll;version=1.1.0.24499
2021-12-06 00:12:13,752 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TokenCreator initialized with an expiration of 01:00:00
2021-12-06 00:12:13,772 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Bandwidth counters are not valid
2021-12-06 00:12:13,777 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2021-12-06 00:12:13,778 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2021-12-06 00:12:13,779 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Processing
2021-12-06 00:12:13,779 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Active
2021-12-06 00:12:13,780 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers +/sec
2021-12-06 00:12:13,780 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers (C) +/sec
2021-12-06 00:12:13,781 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Peers
2021-12-06 00:12:13,781 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers +/sec
2021-12-06 00:12:13,782 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers (C) +/sec
2021-12-06 00:12:13,783 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Peers
2021-12-06 00:12:13,803 [1] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackControlSystem - Initialized FeedbackControlSystem with 1 controllers from config file.
2021-12-06 00:12:13,820 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in C:\Users\jiaaa\Desktop\Photon\deploy\ServerState.txt
2021-12-06 00:12:13,824 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2021-12-06 00:12:13,827 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Initializing master server connection ...
2021-12-06 00:12:13,828 [1] DEBUG Photon.LoadBalancing.GameServer.MasterServerConnectionBase - ConnectionId=a4ffb127-24c0-463e-ad49-f352e8d3e6b8
2021-12-06 00:12:13,833 [1] DEBUG Photon.LoadBalancing.GameServer.MasterServerConnectionBase - s2s MS connection: MasterServer endpoint for address 127.0.0.1 updated to 127.0.0.1:4520
2021-12-06 00:12:13,853 [1] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - s2s MS connection: Parameters to register on master: address 127.0.0.1, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, ServerID 25d11878-ad48-4c00-8701-67c262065eb3, Hostname localhost, IPv6Address , WebRTC 7072
2021-12-06 00:12:13,880 [1] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - s2s MS connection: Connecting to master at 127.0.0.1:4520, serverId=25d11878-ad48-4c00-8701-67c262065eb3
2021-12-06 00:12:13,883 [1] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=Game; AppPath=C:\Users\jiaaa\Desktop\Photon\deploy\LoadBalancing\GameServer, Type=Photon.LoadBalancing.GameServer.GameApplication 
2021-12-06 00:12:13,883 [1] INFO  Photon.SocketServer.ApplicationBase - Using Server GC:True
2021-12-06 00:12:13,884 [1] INFO  Photon.SocketServer.ApplicationBase - Using GC LatencyMode:Interactive
2021-12-06 00:12:14,945 [18] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Lowest to Level1 with input 18
2021-12-06 00:12:14,946 [18] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Lowest, new=Level1
2021-12-06 00:12:15,956 [17] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Level1 to Level2 with input 27
2021-12-06 00:12:15,957 [17] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Level1, new=Level2
2021-12-06 00:12:16,954 [19] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Level2 to Level3 with input 31
2021-12-06 00:12:16,955 [19] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Level2, new=Level3
2021-12-06 00:12:17,866 [20] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - s2s MS connection: connection established: address:127.0.0.1, ConnectionId:a4ffb127-24c0-463e-ad49-f352e8d3e6b8
2021-12-06 00:12:17,868 [20] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2021-12-06 00:12:17,876 [20] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Successfully registered at master server: serverId=25d11878-ad48-4c00-8701-67c262065eb3
2021-12-06 00:12:17,879 [20] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - s2s MS connection: connection registered on master: address:127.0.0.1
2021-12-06 00:12:17,883 [20] DEBUG Photon.LoadBalancing.GameServer.MasterServerConnection - Update Expected Games Count event sent. endpoint:127.0.0.1:4520, connectionId:a4ffb127-24c0-463e-ad49-f352e8d3e6b8
2021-12-06 00:12:18,575 [17] DEBUG Photon.LoadBalancing.GameServer.GameApplication - CreatePeer for LoadBalancing
2021-12-06 00:12:18,576 [17] DEBUG Photon.LoadBalancing.GameServer.GameApplication - incoming game peer at 127.0.0.1:5056 from 127.0.0.1:56204
2021-12-06 00:12:18,590 [17] DEBUG Photon.LoadBalancing.GameServer.GameClientPeer - Auth Timeout Checker scheduled. authTimeout:20000 p:GameClientPeer: PID: 1, IsConnected: False, IsDisposed: False, Last Activity: Operation 0 at UTC 0001-01-01T00:00:00, in Room '', IP 127.0.0.1:56204, NetworkProtocol Udp, Protocol GpBinaryV18, JoinStage: 0 
2021-12-06 00:12:18,595 [17] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - Performance counters successfully initialized: instanceName=_Total
2021-12-06 00:12:18,706 [17] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - Performance counters successfully initialized: instanceName=LoadBalancing_rpc
2021-12-06 00:12:18,933 [22] DEBUG Photon.LoadBalancing.GameServer.GameClientPeer - OnOperationRequest: conId=1, opCode=230
2021-12-06 00:12:18,938 [22] DEBUG Photon.LoadBalancing.GameServer.GameClientPeer - Auth Timeout Checker stopped. authTimeout:20000 p:GameClientPeer: PID: 1, IsConnected: True, IsDisposed: False, Last Activity: Operation 230 at UTC 2021-12-05T16:12:18, in Room '', IP 127.0.0.1:56204, NetworkProtocol Udp, Protocol GpBinaryV18, JoinStage: 0 
2021-12-06 00:12:18,953 [22] DEBUG Photon.LoadBalancing.GameServer.GameClientPeer - Token Validation: checking token with GS: localhost and GameId:b04fb140-df07-4f39-b7d2-386938c0530f
2021-12-06 00:12:19,033 [19] DEBUG Photon.LoadBalancing.GameServer.GameClientPeer - OnOperationRequest: conId=1, opCode=227
2021-12-06 00:12:19,035 [19] DEBUG Photon.Hive.HivePeer - OnOperationRequest. Code=227
2021-12-06 00:12:19,061 [19] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - Performance counters successfully initialized: instanceName=LoadBalancing_game
2021-12-06 00:12:19,190 [19] DEBUG Photon.Hive.Caching.RoomCacheBase - Created room instance reference: roomName=b04fb140-df07-4f39-b7d2-386938c0530f, referenceCount=1
2021-12-06 00:12:19,617 [18] DEBUG Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Sending event to master. EventCode=2, ConnectionId=a4ffb127-24c0-463e-ad49-f352e8d3e6b8
2021-12-06 00:12:21,671 [19] ERROR Photon.Hive.Plugin.PluginManager - MySql.Data.MySqlClient.MySqlException : Unable to connect to any of the specified MySQL hosts.
--> System.AggregateException : One or more errors occurred.
--> System.Net.Sockets.SocketException : No connection could be made because the target machine actively refused it 127.0.0.1:3306
Stack Trace:
   at MySql.Data.MySqlClient.NativeDriver.Open()
   at MySql.Data.MySqlClient.Driver.Open()
   at MySql.Data.MySqlClient.Driver.Create(MySqlConnectionStringBuilder settings)
   at MySql.Data.MySqlClient.MySqlPool.CreateNewPooledConnection()
   at MySql.Data.MySqlClient.MySqlPool.GetPooledConnection()
   at MySql.Data.MySqlClient.MySqlPool.TryToGetDriver()
   at MySql.Data.MySqlClient.MySqlPool.GetConnection()
   at MySql.Data.MySqlClient.MySqlConnection.Open()
   at MyFirstPlugin.Database.Connect(String host, Int32 port, String db, String user, String password) in C:\Users\jiaaa\Desktop\Photon\src-server\Plugins\MyFirstPlugin\Database.cs:line 53
   at MyFirstPlugin.MyFirstPlugin..ctor() in C:\Users\jiaaa\Desktop\Photon\src-server\Plugins\MyFirstPlugin\MyFirstPlugin.cs:line 28
   at MyFirstPlugin.MyPluginFactory.CreatePlugin(String pluginName) in C:\Users\jiaaa\Desktop\Photon\src-server\Plugins\MyFirstPlugin\MyPluginFactory.cs:line 15
   at Photon.Hive.Plugin.PluginFactoryBase.Create(IPluginHost gameHost, String pluginName, Dictionary`2 config, String& errorMsg)
   at Photon.Hive.Plugin.PluginManager.CreatePluginWithFactory(IPluginHost sink, String pluginName)
   at Photon.Hive.Plugin.PluginManager.GetGamePlugin(IPluginHost sink, String pluginName)

2021-12-06 00:12:21,687 [19] DEBUG Photon.Hive.Plugin.CreateGameCallInfo - Fail: MySql.Data.MySqlClient.MySqlException : Unable to connect to any of the specified MySQL hosts.
--> System.AggregateException : One or more errors occurred.
--> System.Net.Sockets.SocketException : No connection could be made because the target machine actively refused it 127.0.0.1:3306
Stack Trace:
   at MySql.Data.MySqlClient.NativeDriver.Open()
   at MySql.Data.MySqlClient.Driver.Open()
   at MySql.Data.MySqlClient.Driver.Create(MySqlConnectionStringBuilder settings)
   at MySql.Data.MySqlClient.MySqlPool.CreateNewPooledConnection()
   at MySql.Data.MySqlClient.MySqlPool.GetPooledConnection()
   at MySql.Data.MySqlClient.MySqlPool.TryToGetDriver()
   at MySql.Data.MySqlClient.MySqlPool.GetConnection()
   at MySql.Data.MySqlClient.MySqlConnection.Open()
   at MyFirstPlugin.Database.Connect(String host, Int32 port, String db, String user, String password) in C:\Users\jiaaa\Desktop\Photon\src-server\Plugins\MyFirstPlugin\Database.cs:line 53
   at MyFirstPlugin.MyFirstPlugin..ctor() in C:\Users\jiaaa\Desktop\Photon\src-server\Plugins\MyFirstPlugin\MyFirstPlugin.cs:line 28
   at MyFirstPlugin.MyPluginFactory.CreatePlugin(String pluginName) in C:\Users\jiaaa\Desktop\Photon\src-server\Plugins\MyFirstPlugin\MyPluginFactory.cs:line 15
   at Photon.Hive.Plugin.PluginFactoryBase.Create(IPluginHost gameHost, String pluginName, Dictionary`2 config, String& errorMsg)
   at Photon.Hive.Plugin.PluginManager.CreatePluginWithFactory(IPluginHost sink, String pluginName)
   at Photon.Hive.Plugin.PluginManager.GetGamePlugin(IPluginHost sink, String pluginName)

2021-12-06 00:12:21,689 [22] DEBUG Photon.Hive.HivePeer - RemovePeerFromCurrentRoom: Removing peer from room. p:GameClientPeer: PID: 1, IsConnected: True, IsDisposed: False, Last Activity: Operation 227 at UTC 2021-12-05T16:12:19, in Room 'b04fb140-df07-4f39-b7d2-386938c0530f', IP 127.0.0.1:56204, NetworkProtocol Udp, Protocol GpBinaryV18, JoinStage: 0 
2021-12-06 00:12:21,694 [22] DEBUG Photon.Hive.Caching.RoomCacheBase - Removed room instance reference: roomName=b04fb140-df07-4f39-b7d2-386938c0530f, referenceCount=0
2021-12-06 00:12:21,694 [23] DEBUG Photon.Hive.HiveGame - ProcessMessage 1
2021-12-06 00:12:21,695 [22] DEBUG Photon.Hive.Caching.RoomCacheBase - Room has no references. Trying to remove it. room:b04fb140-df07-4f39-b7d2-386938c0530f
2021-12-06 00:12:21,697 [22] DEBUG Photon.Hive.Caching.RoomCacheBase - Room BeforeRemoveFromCache returned 'false'. Removing stopped. room:b04fb140-df07-4f39-b7d2-386938c0530f
2021-12-06 00:12:21,699 [23] DEBUG Photon.Hive.Plugin.LeaveGameCallInfo - Continue.
2021-12-06 00:12:21,701 [23] DEBUG Photon.Hive.Collections.ActorsManager - RemovePeerFromGame - Cant remove actor. It was not found for peer: GameClientPeer: PID: 1, IsConnected: True, IsDisposed: False, Last Activity: Operation 227 at UTC 2021-12-05T16:12:19, in Room '', IP 127.0.0.1:56204, NetworkProtocol Udp, Protocol GpBinaryV18, JoinStage: 0 
2021-12-06 00:12:21,703 [23] DEBUG Photon.Hive.Plugin.BeforeCloseGameCallInfo - Continue.
2021-12-06 00:12:21,706 [23] DEBUG Photon.Hive.Plugin.CloseGameCallInfo - Continue.
2021-12-06 00:12:21,707 [23] DEBUG Photon.Hive.Caching.RoomCacheBase - Removed room instance: roomId=b04fb140-df07-4f39-b7d2-386938c0530f
2021-12-06 00:12:21,709 [23] DEBUG Photon.Hive.Room - Release for room:b04fb140-df07-4f39-b7d2-386938c0530f, RemovePath:;BeforeRemoveFromCacheCalled(4:12:21 pm);BeforeRemoveFromCacheActionCalled(4:12:21 pm);ProcessBeforeCloseGameCalled(4:12:21 pm);ProcessBeforeCloseGameCalledEmptyRoomLiveTimeLECalled(4:12:21 pm);TriggerPluginOnCloseCalled(4:12:21 pm);ProcessCloseGameCalled(4:12:21 pm);TryRemoveRoomFromCacheCalled(4:12:21 pm)
2021-12-06 00:12:21,710 [23] DEBUG Photon.Hive.Room - Tried to remove room: roomName=b04fb140-df07-4f39-b7d2-386938c0530f, removed=True
2021-12-06 00:12:21,712 [23] DEBUG Photon.Hive.Room - Disposing room 'b04fb140-df07-4f39-b7d2-386938c0530f', dispose:True
2021-12-06 00:12:21,713 [17] DEBUG Photon.LoadBalancing.GameServer.GameClientPeer - Auth Timeout Checker stopped. authTimeout:20000 p:GameClientPeer: PID: 1, IsConnected: False, IsDisposed: False, Last Activity: Operation 227 at UTC 2021-12-05T16:12:19, in Room '', IP 127.0.0.1:56204, NetworkProtocol Udp, Protocol GpBinaryV18, JoinStage: 0 
2021-12-06 00:12:21,714 [17] DEBUG Photon.Hive.HivePeer - OnDisconnect: conId=1, reason=0, reasonDetail=
2021-12-06 00:12:21,715 [17] DEBUG Photon.Hive.HivePeer - RemovePeerFromCurrentRoom: Room Reference is null for p:GameClientPeer: PID: 1, IsConnected: False, IsDisposed: False, Last Activity: Operation 227 at UTC 2021-12-05T16:12:19, in Room '', IP 127.0.0.1:56204, NetworkProtocol Udp, Protocol GpBinaryV18, JoinStage: 0 
2021-12-06 00:12:21,720 [23] DEBUG Photon.LoadBalancing.GameServer.GameUpdatesBatcher - Flush for appId:, version:
2021-12-06 00:12:22,740 [17] DEBUG Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Sending event to master. EventCode=2, ConnectionId=a4ffb127-24c0-463e-ad49-f352e8d3e6b8
2021-12-06 00:12:33,056 [25] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Level3 to Level2 with input 28
2021-12-06 00:12:33,073 [25] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Level3, new=Level2
2021-12-06 00:12:38,482 [21] DEBUG Photon.LoadBalancing.GameServer.GameApplication - CreatePeer for LoadBalancing
2021-12-06 00:12:38,483 [21] DEBUG Photon.LoadBalancing.GameServer.GameApplication - incoming game peer at 127.0.0.1:5056 from 127.0.0.1:52748
2021-12-06 00:12:38,483 [21] DEBUG Photon.LoadBalancing.GameServer.GameClientPeer - Auth Timeout Checker scheduled. authTimeout:20000 p:GameClientPeer: PID: 4, IsConnected: False, IsDisposed: False, Last Activity: Operation 0 at UTC 0001-01-01T00:00:00, in Room '', IP 127.0.0.1:52748, NetworkProtocol Udp, Protocol GpBinaryV18, JoinStage: 0 
2021-12-06 00:12:38,578 [20] DEBUG Photon.LoadBalancing.GameServer.GameClientPeer - OnOperationRequest: conId=4, opCode=230
2021-12-06 00:12:38,579 [20] DEBUG Photon.LoadBalancing.GameServer.GameClientPeer - Auth Timeout Checker stopped. authTimeout:20000 p:GameClientPeer: PID: 4, IsConnected: True, IsDisposed: False, Last Activity: Operation 230 at UTC 2021-12-05T16:12:38, in Room '', IP 127.0.0.1:52748, NetworkProtocol Udp, Protocol GpBinaryV18, JoinStage: 0 
2021-12-06 00:12:38,580 [20] DEBUG Photon.LoadBalancing.GameServer.GameClientPeer - Token Validation: checking token with GS: localhost and GameId:b46e185b-5d8e-4fba-bb45-b0e921ac1d02
2021-12-06 00:12:38,638 [21] DEBUG Photon.LoadBalancing.GameServer.GameClientPeer - OnOperationRequest: conId=4, opCode=227
2021-12-06 00:12:38,639 [21] DEBUG Photon.Hive.HivePeer - OnOperationRequest. Code=227
2021-12-06 00:12:38,640 [21] DEBUG Photon.Hive.Caching.RoomCacheBase - Created room instance reference: roomName=b46e185b-5d8e-4fba-bb45-b0e921ac1d02, referenceCount=1
2021-12-06 00:12:39,497 [31] DEBUG Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Sending event to master. EventCode=2, ConnectionId=a4ffb127-24c0-463e-ad49-f352e8d3e6b8
2021-12-06 00:12:40,685 [21] ERROR Photon.Hive.Plugin.PluginManager - MySql.Data.MySqlClient.MySqlException : Unable to connect to any of the specified MySQL hosts.
--> System.AggregateException : One or more errors occurred.
--> System.Net.Sockets.SocketException : No connection could be made because the target machine actively refused it 127.0.0.1:3306
Stack Trace:
   at MySql.Data.MySqlClient.NativeDriver.Open()
   at MySql.Data.MySqlClient.Driver.Open()
   at MySql.Data.MySqlClient.Driver.Create(MySqlConnectionStringBuilder settings)
   at MySql.Data.MySqlClient.MySqlPool.CreateNewPooledConnection()
   at MySql.Data.MySqlClient.MySqlPool.GetPooledConnection()
   at MySql.Data.MySqlClient.MySqlPool.TryToGetDriver()
   at MySql.Data.MySqlClient.MySqlPool.GetConnection()
   at MySql.Data.MySqlClient.MySqlConnection.Open()
   at MyFirstPlugin.Database.Connect(String host, Int32 port, String db, String user, String password) in C:\Users\jiaaa\Desktop\Photon\src-server\Plugins\MyFirstPlugin\Database.cs:line 53
   at MyFirstPlugin.MyFirstPlugin..ctor() in C:\Users\jiaaa\Desktop\Photon\src-server\Plugins\MyFirstPlugin\MyFirstPlugin.cs:line 28
   at MyFirstPlugin.MyPluginFactory.CreatePlugin(String pluginName) in C:\Users\jiaaa\Desktop\Photon\src-server\Plugins\MyFirstPlugin\MyPluginFactory.cs:line 15
   at Photon.Hive.Plugin.PluginFactoryBase.Create(IPluginHost gameHost, String pluginName, Dictionary`2 config, String& errorMsg)
   at Photon.Hive.Plugin.PluginManager.CreatePluginWithFactory(IPluginHost sink, String pluginName)
   at Photon.Hive.Plugin.PluginManager.GetGamePlugin(IPluginHost sink, String pluginName)

2021-12-06 00:12:40,686 [21] DEBUG Photon.Hive.Plugin.CreateGameCallInfo - Fail: MySql.Data.MySqlClient.MySqlException : Unable to connect to any of the specified MySQL hosts.
--> System.AggregateException : One or more errors occurred.
--> System.Net.Sockets.SocketException : No connection could be made because the target machine actively refused it 127.0.0.1:3306
Stack Trace:
   at MySql.Data.MySqlClient.NativeDriver.Open()
   at MySql.Data.MySqlClient.Driver.Open()
   at MySql.Data.MySqlClient.Driver.Create(MySqlConnectionStringBuilder settings)
   at MySql.Data.MySqlClient.MySqlPool.CreateNewPooledConnection()
   at MySql.Data.MySqlClient.MySqlPool.GetPooledConnection()
   at MySql.Data.MySqlClient.MySqlPool.TryToGetDriver()
   at MySql.Data.MySqlClient.MySqlPool.GetConnection()
   at MySql.Data.MySqlClient.MySqlConnection.Open()
   at MyFirstPlugin.Database.Connect(String host, Int32 port, String db, String user, String password) in C:\Users\jiaaa\Desktop\Photon\src-server\Plugins\MyFirstPlugin\Database.cs:line 53
   at MyFirstPlugin.MyFirstPlugin..ctor() in C:\Users\jiaaa\Desktop\Photon\src-server\Plugins\MyFirstPlugin\MyFirstPlugin.cs:line 28
   at MyFirstPlugin.MyPluginFactory.CreatePlugin(String pluginName) in C:\Users\jiaaa\Desktop\Photon\src-server\Plugins\MyFirstPlugin\MyPluginFactory.cs:line 15
   at Photon.Hive.Plugin.PluginFactoryBase.Create(IPluginHost gameHost, String pluginName, Dictionary`2 config, String& errorMsg)
   at Photon.Hive.Plugin.PluginManager.CreatePluginWithFactory(IPluginHost sink, String pluginName)
   at Photon.Hive.Plugin.PluginManager.GetGamePlugin(IPluginHost sink, String pluginName)

2021-12-06 00:12:40,686 [31] DEBUG Photon.Hive.HivePeer - RemovePeerFromCurrentRoom: Removing peer from room. p:GameClientPeer: PID: 4, IsConnected: True, IsDisposed: False, Last Activity: Operation 227 at UTC 2021-12-05T16:12:38, in Room 'b46e185b-5d8e-4fba-bb45-b0e921ac1d02', IP 127.0.0.1:52748, NetworkProtocol Udp, Protocol GpBinaryV18, JoinStage: 0 
2021-12-06 00:12:40,687 [31] DEBUG Photon.Hive.Caching.RoomCacheBase - Removed room instance reference: roomName=b46e185b-5d8e-4fba-bb45-b0e921ac1d02, referenceCount=0
2021-12-06 00:12:40,687 [31] DEBUG Photon.Hive.Caching.RoomCacheBase - Room has no references. Trying to remove it. room:b46e185b-5d8e-4fba-bb45-b0e921ac1d02
2021-12-06 00:12:40,688 [31] DEBUG Photon.Hive.Caching.RoomCacheBase - Room BeforeRemoveFromCache returned 'false'. Removing stopped. room:b46e185b-5d8e-4fba-bb45-b0e921ac1d02
2021-12-06 00:12:40,687 [17] DEBUG Photon.Hive.HiveGame - ProcessMessage 1
2021-12-06 00:12:40,689 [17] DEBUG Photon.Hive.Plugin.LeaveGameCallInfo - Continue.
2021-12-06 00:12:40,689 [17] DEBUG Photon.Hive.Collections.ActorsManager - RemovePeerFromGame - Cant remove actor. It was not found for peer: GameClientPeer: PID: 4, IsConnected: True, IsDisposed: False, Last Activity: Operation 227 at UTC 2021-12-05T16:12:38, in Room '', IP 127.0.0.1:52748, NetworkProtocol Udp, Protocol GpBinaryV18, JoinStage: 0 
2021-12-06 00:12:40,690 [17] DEBUG Photon.Hive.Plugin.BeforeCloseGameCallInfo - Continue.
2021-12-06 00:12:40,690 [17] DEBUG Photon.Hive.Plugin.CloseGameCallInfo - Continue.
2021-12-06 00:12:40,690 [17] DEBUG Photon.Hive.Caching.RoomCacheBase - Removed room instance: roomId=b46e185b-5d8e-4fba-bb45-b0e921ac1d02
2021-12-06 00:12:40,691 [17] DEBUG Photon.Hive.Room - Release for room:b46e185b-5d8e-4fba-bb45-b0e921ac1d02, RemovePath:;BeforeRemoveFromCacheCalled(4:12:40 pm);BeforeRemoveFromCacheActionCalled(4:12:40 pm);ProcessBeforeCloseGameCalled(4:12:40 pm);ProcessBeforeCloseGameCalledEmptyRoomLiveTimeLECalled(4:12:40 pm);TriggerPluginOnCloseCalled(4:12:40 pm);ProcessCloseGameCalled(4:12:40 pm);TryRemoveRoomFromCacheCalled(4:12:40 pm)
2021-12-06 00:12:40,691 [17] DEBUG Photon.Hive.Room - Tried to remove room: roomName=b46e185b-5d8e-4fba-bb45-b0e921ac1d02, removed=True
2021-12-06 00:12:40,691 [17] DEBUG Photon.Hive.Room - Disposing room 'b46e185b-5d8e-4fba-bb45-b0e921ac1d02', dispose:True
2021-12-06 00:12:40,692 [17] DEBUG Photon.LoadBalancing.GameServer.GameUpdatesBatcher - Flush for appId:, version:
2021-12-06 00:12:40,696 [23] DEBUG Photon.LoadBalancing.GameServer.GameClientPeer - Auth Timeout Checker stopped. authTimeout:20000 p:GameClientPeer: PID: 4, IsConnected: False, IsDisposed: False, Last Activity: Operation 227 at UTC 2021-12-05T16:12:38, in Room '', IP 127.0.0.1:52748, NetworkProtocol Udp, Protocol GpBinaryV18, JoinStage: 0 
2021-12-06 00:12:40,696 [23] DEBUG Photon.Hive.HivePeer - OnDisconnect: conId=4, reason=0, reasonDetail=
2021-12-06 00:12:40,697 [23] DEBUG Photon.Hive.HivePeer - RemovePeerFromCurrentRoom: Room Reference is null for p:GameClientPeer: PID: 4, IsConnected: False, IsDisposed: False, Last Activity: Operation 227 at UTC 2021-12-05T16:12:38, in Room '', IP 127.0.0.1:52748, NetworkProtocol Udp, Protocol GpBinaryV18, JoinStage: 0 
2021-12-06 00:12:41,698 [20] DEBUG Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Sending event to master. EventCode=2, ConnectionId=a4ffb127-24c0-463e-ad49-f352e8d3e6b8
2021-12-06 00:14:22,127 [23] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackController - Transit CpuUsage from Level2 to Level3 with input 31
2021-12-06 00:14:22,128 [23] INFO  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - FeedbackLevel changed: old=Level2, new=Level3
2021-12-06 00:20:35,111 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - OnStopRequested: serverid=25d11878-ad48-4c00-8701-67c262065eb3
2021-12-06 00:20:35,156 [19] WARN  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - s2s MS connection: connection closed (id=1, reason=0, detail=), serverId=25d11878-ad48-4c00-8701-67c262065eb3
2021-12-06 00:20:36,128 [1] INFO  Photon.SocketServer.ApplicationBase - Application is stopping: AppId=Game
2021-12-06 00:20:36,146 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TearDown: serverId=25d11878-ad48-4c00-8701-67c262065eb3
2021-12-06 00:20:36,148 [1] INFO  Photon.SocketServer.ApplicationBase - Application stop: AppId=Game
2021-12-06 00:21:05,348 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Using Server GC:True
2021-12-06 00:21:05,366 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Using GC LatencyMode:Interactive
2021-12-06 00:21:05,367 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=257f07c7-0d5d-406c-9c51-57bc4c7dac12
2021-12-06 00:21:05,390 [1] INFO  Photon.Hive.Plugin.PluginManager - Plugin configured: name=MyFirstPlugin
2021-12-06 00:21:05,395 [1] DEBUG Photon.Hive.Plugin.PluginManager - Plugin path is set to 'C:\Users\jiaaa\Desktop\Photon\deploy\Plugins/MyFirstPlugin//bin/MyFirstPlugin.dll'
2021-12-06 00:21:05,406 [1] INFO  Photon.Hive.Plugin.PluginManager - Loaded Assembly Name=MyFirstPlugin, Version=1.0.0.0, Culture=, PublicKey token=, Path=C:\Users\jiaaa\Desktop\Photon\deploy\Plugins/MyFirstPlugin//bin/MyFirstPlugin.dll
2021-12-06 00:21:05,407 [1] INFO  Photon.Hive.Plugin.PluginManager - Referenced Assembly Name=mscorlib, Version=4.0.0.0, Culture=, PublicKey token=B7-7A-5C-56-19-34-E0-89, Path=
2021-12-06 00:21:05,407 [1] INFO  Photon.Hive.Plugin.PluginManager - Referenced Assembly Name=MySql.Data, Version=8.0.27.0, Culture=, PublicKey token=C5-68-7F-C8-89-69-C4-4D, Path=
